Trace
Swept SA
A.03.08,N9010A
1470910000,-111.735438470005
1477900000,-111.753767005994
1484890000,-111.705494600413
1491880000,-111.752917183558
1498870000,-111.68353967816
1505860000,-111.741927774862
1512850000,-111.731555953095
1519840000,-111.708169280354
1526830000,-111.680604622513
1533820000,-111.669859267509
1540810000,-111.596147058505
1547800000,-111.65510481243
1554790000,-111.558397048223
1561780000,-111.602618699468
1568770000,-111.566955624786
1575760000,-111.62826447695
1582750000,-111.459421980201
1589740000,-111.564483156577
1596730000,-111.450863863338
1603720000,-111.514911815456
1610710000,-111.473880085795
1617700000,-111.564293868187
1624690000,-111.497854534851
1631680000,-111.579310689451
1638670000,-111.517078748308
1645660000,-111.475519353187
1652650000,-111.551022035091
1659640000,-111.591534483494
1666630000,-111.588839131053
1673620000,-111.635428772027
1680610000,-111.613216224626
1687600000,-111.689321919402
1694590000,-111.655430956348
1701580000,-111.694869249202
1708570000,-111.587076301418
1715560000,-111.570548125219
1722550000,-111.572672780098
1729540000,-111.577018929145
1736530000,-111.578473072357
1743520000,-111.575693514134
1750510000,-111.567245615825
1757500000,-111.436515778338
1764490000,-111.498165834448
1771480000,-111.466841482759
1778470000,-111.458046964421
1785460000,-111.369516267563
1792450000,-111.289108823321
1799440000,-111.309419441347
1806430000,-111.355812542202
1813420000,-111.269035313543
1820410000,-111.272958555177
1827400000,-111.278916782362
1834390000,-111.188271483809
1841380000,-111.283068236093
1848370000,-111.210284475613
1855360000,-111.279634388646
1862350000,-111.282515415564
1869340000,-111.211782902848
1876330000,-111.202690663881
1883320000,-111.274520819945
1890310000,-111.152776630111
1897300000,-111.206050596513
1904290000,-111.156667683703
1911280000,-111.024177510601
1918270000,-111.000296234235
1925260000,-111.200097167217
1932250000,-111.109922565844
1939240000,-111.035186377756
1946230000,-111.070363163021
1953220000,-111.063907430021
1960210000,-111.097855400698
1967200000,-111.057606308958
1974190000,-111.012980403216
1981180000,-110.992594306185
1988170000,-110.987750475558
1995160000,-110.922753078721
2002150000,-111.037374853929
2009140000,-110.916357096978
2016130000,-110.948310375663
2023120000,-110.840945516416
2030110000,-110.823874258573
2037100000,-110.864511656332
2044090000,-110.815993107686
2051080000,-110.752091083093
2058070000,-110.735674955445
2065060000,-110.754496548016
2072050000,-110.725774323339
2079040000,-110.686342951567
2086030000,-110.739154301511
2093020000,-110.696388998828
2100010000,-110.616270077962
2107000000,-110.583402729396
2113990000,-110.575720914534
2120980000,-110.594252616604
2127970000,-110.464517989711
2134960000,-110.424300731085
2141950000,-110.475613259381
2148940000,-110.397755481705
2155930000,-110.447813229381
2162920000,-110.44837863826
2169910000,-110.373719439207
2176900000,-110.413160137767
2183890000,-110.35032615913
2190880000,-110.34378932801
2197870000,-110.25653217498
2204860000,-110.305390091495
2211850000,-110.377924797341
2218840000,-110.2103290968
2225830000,-110.217700779203
2232820000,-110.144950766558
2239810000,-110.080376836344
2246800000,-110.265051895644
2253790000,-110.118877677386
2260780000,-110.191901275735
2267770000,-110.149560987019
2274760000,-110.072631152194
2281750000,-110.093694554597
2288740000,-110.099982210051
2295730000,-110.119102278866
2302720000,-110.074673549863
2309710000,-110.149707871755
2316700000,-110.112050804707
2323690000,-110.119372356606
2330680000,-110.17202325048
2337670000,-110.087556548286
2344660000,-110.077505595787
2351650000,-110.042195776481
2358640000,-110.021627666673
2365630000,-110.04715681433
2372620000,-109.990694921576
2379610000,-110.108927661756
2386600000,-110.103637216248
2393590000,-110.192079636049
2400580000,-110.100398023631
2407570000,-110.20970756949
2414560000,-110.129407138381
2421550000,-110.029039864574
2428540000,-110.043491907036
2435530000,-110.077202795376
2442520000,-110.128397852068
2449510000,-110.1388071034
2456500000,-110.046841564063
2463490000,-110.060128197824
2470480000,-110.123555051819
2477470000,-109.988704176203
2484460000,-110.01077863969
2491450000,-109.977069947678
2498440000,-109.889279069424
2505430000,-109.89352625842
2512420000,-109.857033685606
2519410000,-109.83487666311
2526400000,-109.773434392571
2533390000,-109.800082990213
2540380000,-109.749872813619
2547370000,-109.780630743908
2554360000,-109.669160189221
2561350000,-109.709404293656
2568340000,-109.744382447301
2575330000,-109.677628055481
2582320000,-109.57370046085
2589310000,-109.61841335531
2596300000,-109.529806569481
2603290000,-109.392474615711
2610280000,-109.390539125334
2617270000,-109.316093541011
2624260000,-109.315898204538
2631250000,-109.149499697486
2638240000,-109.229871987284
2645230000,-109.097636231875
2652220000,-109.273096722133
2659210000,-109.323624471841
2666200000,-109.363122756011
2673190000,-109.444803647251
2680180000,-109.399029522861
2687170000,-109.433728576646
2694160000,-109.557087786738
2701150000,-109.552214105363
2708140000,-109.633521144107
2715130000,-109.546066932489
2722120000,-109.509199698444
2729110000,-109.516189475632
2736100000,-109.605668329079
2743090000,-109.544530486946
2750080000,-109.552405368073
2757070000,-109.59624236115
2764060000,-109.579696627691
2771050000,-109.574784900493
2778040000,-109.578236987665
2785030000,-109.647158866373
2792020000,-109.675695550607
2799010000,-109.601987955634
2806000000,-109.587492624807
2812990000,-109.714923664303
2819980000,-109.673688957113
2826970000,-109.703434427867
2833960000,-109.76765582913
2840950000,-109.768625497132
2847940000,-109.805719460478
2854930000,-109.818470927667
2861920000,-109.694650577765
2868910000,-109.838280563697
2875900000,-109.792803779762
2882890000,-109.788899843093
2889880000,-109.733423609718
2896870000,-109.73015037818
2903860000,-109.694169197767
2910850000,-109.596267090339
2917840000,-109.65098121003
2924830000,-109.550054112132
2931820000,-109.391418323779
2938810000,-109.39423546791
2945800000,-109.348582650461
2952790000,-109.32427987472
2959780000,-109.349469318837
2966770000,-109.30428112734
2973760000,-109.389531185188
2980750000,-109.299685147788
2987740000,-109.329993104337
2994730000,-109.357324203255
3001720000,-109.240798529969
3008710000,-109.340325400814
3015700000,-109.428129165191
3022690000,-109.290772535625
3029680000,-109.311349028714
3036670000,-109.23721084081
3043660000,-109.148537586237
3050650000,-109.037651291964
3057640000,-109.029436490063
3064630000,-109.054149326788
3071620000,-109.070117416838
3078610000,-109.005609048316
3085600000,-108.992431527949
3092590000,-109.117690846217
3099580000,-109.069588540735
3106570000,-109.208949054491
3113560000,-109.18362122921
3120550000,-109.135984719918
3127540000,-109.072362190127
3134530000,-109.086332893872
3141520000,-109.101219917101
3148510000,-109.001605738885
3155500000,-108.935429268504
3162490000,-108.882096753386
3169480000,-108.81545367601
3176470000,-108.788368636241
3183460000,-108.846515743073
3190450000,-108.887532174057
3197440000,-108.917028813837
3204430000,-109.062642894208
3211420000,-109.106778454187
3218410000,-109.174392390465
3225400000,-109.289682646369
3232390000,-109.178271651252
3239380000,-109.263046478838
3246370000,-109.436369443229
3253360000,-109.29433439322
3260350000,-109.353873489602
3267340000,-109.38803208847
3274330000,-109.50245745956
3281320000,-109.40878814213
3288310000,-109.346302141635
3295300000,-109.397970588134
3302290000,-109.37226959725
3309280000,-109.420121844949
3316270000,-109.418764560723
3323260000,-109.450110896207
3330250000,-109.489416858744
3337240000,-109.522620075459
3344230000,-109.601349720701
3351220000,-109.636206148644
3358210000,-109.557474942317
3365200000,-109.620743782975
3372190000,-109.572829520342
3379180000,-109.630074672249
3386170000,-109.653477018898
3393160000,-109.658876598376
3400150000,-109.758724006199
3407140000,-109.787511378556
3414130000,-109.79916401462
3421120000,-109.748442634797
3428110000,-109.887944570301
3435100000,-109.767565660008
3442090000,-109.883338008499
3449080000,-109.743322582313
3456070000,-109.795501577459
3463060000,-109.674530677519
3470050000,-109.671784701822
3477040000,-109.769001347421
3484030000,-109.675023042571
3491020000,-109.685021348093
3498010000,-109.704891463017
3505000000,-109.760372345229
3511990000,-109.706172075722
3518980000,-109.76561138404
3525970000,-109.773177094147
3532960000,-109.6928679246
3539950000,-109.682599250711
3546940000,-109.793575939099
3553930000,-109.686713013251
3560920000,-109.835169114833
3567910000,-109.718123408484
3574900000,-109.720998728347
3581890000,-109.615318189175
3588880000,-109.59790657723
3595870000,-109.408822571761
3602860000,-113.484477802311
3609850000,-113.765327157612
3616840000,-113.722681729778
3623830000,-113.619574115083
3630820000,-113.488330663249
3637810000,-113.520429356601
3644800000,-113.531170082235
3651790000,-113.595992986144
3658780000,-113.615998162077
3665770000,-113.56795277991
3672760000,-113.62222525735
3679750000,-113.541990611694
3686740000,-113.520802005148
3693730000,-113.409898110106
3700720000,-113.318663300976
3707710000,-113.124990837509
3714700000,-113.094145822321
3721690000,-113.0112220483
3728680000,-112.884978714148
3735670000,-112.831012367094
3742660000,-112.807611229269
3749650000,-112.6301134723
3756640000,-112.567000490906
3763630000,-112.570570181151
3770620000,-112.492938011836
3777610000,-112.501200188662
3784600000,-112.485909319489
3791590000,-112.456390556372
3798580000,-112.307529972337
3805570000,-112.315966610819
3812560000,-112.184044898423
3819550000,-112.305383155213
3826540000,-112.256849420321
3833530000,-112.143475608157
3840520000,-112.103741462521
3847510000,-112.07925570697
3854500000,-112.073489954675
3861490000,-112.085590466251
3868480000,-112.173400594316
3875470000,-112.134495649625
3882460000,-112.111011429901
3889450000,-112.10736893116
3896440000,-112.112832310457
3903430000,-112.259093648546
3910420000,-112.330349958053
3917410000,-112.293758974561
3924400000,-112.38275262696
3931390000,-112.268501402183
3938380000,-112.326792366514
3945370000,-112.213309087682
3952360000,-112.222383789469
3959350000,-112.27169226478
3966340000,-112.281947147918
3973330000,-112.226266955993
3980320000,-112.361210343307
3987310000,-112.248517637531
3994300000,-112.351558272543
4001290000,-112.399451593885
4008280000,-112.565372954734
4015270000,-112.553930328323
4022260000,-112.625079816225
4029250000,-112.685970896657
4036240000,-112.691855798684
4043230000,-112.78603113622
4050220000,-112.870428103549
4057210000,-112.957116703665
4064200000,-112.903161405485
4071190000,-113.014968316674
4078180000,-113.018042512233
4085170000,-112.936342968056
4092160000,-113.081775869146
4099150000,-113.114968734641
4106140000,-113.117847734142
4113130000,-113.182751417228
4120120000,-113.168484440376
4127110000,-113.252647376285
4134100000,-113.367804515013
4141090000,-113.427491573751
4148080000,-113.494267769214
4155070000,-113.61534534
4162060000,-113.619201393544
4169050000,-113.527690673911
4176040000,-113.491166494151
4183030000,-113.500270422973
4190020000,-113.472439170774
4197010000,-113.438278779469
4204000000,-113.357669563711
4210990000,-113.351163007267
4217980000,-113.385231949578
4224970000,-113.441047260937
4231960000,-113.282394063171
4238950000,-113.403359561443
4245940000,-113.307450791205
4252930000,-113.330053290148
4259920000,-113.350808639888
4266910000,-113.215055881304
4273900000,-113.274026633378
4280890000,-113.337713327171
4287880000,-113.285925431484
4294870000,-113.298534234685
4301860000,-113.192931876307
4308850000,-113.143418613582
4315840000,-113.129297471318
4322830000,-113.0883624803
4329820000,-113.133911515226
4336810000,-113.159927223717
4343800000,-113.173804464987
4350790000,-113.152196132885
4357780000,-113.244370476751
4364770000,-113.289947275338
4371760000,-113.288319283424
4378750000,-113.355337952007
4385740000,-113.447772904524
4392730000,-113.576443617747
4399720000,-113.686975528699
4406710000,-113.685250792882
4413700000,-113.638905284639
4420690000,-113.801462087989
4427680000,-113.773049523189
4434670000,-113.76471611792
4441660000,-113.802025943306
4448650000,-113.8483613752
4455640000,-113.891129140907
4462630000,-113.757709508029
4469620000,-113.687599310429
4476610000,-113.750472614367
4483600000,-113.798188412783
4490590000,-113.834251567784
4497580000,-113.869372864835
4504570000,-113.964427365797
4511560000,-113.911918827102
4518550000,-113.978425147469
4525540000,-114.08336727213
4532530000,-114.069330238412
4539520000,-114.174284010803
4546510000,-114.063186779204
4553500000,-114.21131327958
4560490000,-114.18759224666
4567480000,-114.409122683378
4574470000,-114.532610498409
4581460000,-114.788706031439
4588450000,-114.925800986482
4595440000,-115.030882052938
4602430000,-115.133632241764
4609420000,-115.294504277476
4616410000,-115.233918800698
4623400000,-115.283705832947
4630390000,-115.439838967574
4637380000,-115.755402433714
4644370000,-115.805786164347
4651360000,-115.916961075755
4658350000,-116.04618531777
4665340000,-116.270928280349
4672330000,-116.391463840693
4679320000,-116.520514495561
4686310000,-116.676760302847
4693300000,-116.724061202013
4700290000,-116.786752427515
4707280000,-116.956717576246
4714270000,-116.95419404115
4721260000,-117.01815873136
4728250000,-117.135419393442
4735240000,-117.152550456754
4742230000,-117.143667389167
4749220000,-117.162205944952
4756210000,-117.129289335214
4763200000,-117.18046707502
4770190000,-117.068527880942
4777180000,-117.031323450813
4784170000,-116.953760316986
4791160000,-116.872135566616
4798150000,-116.837446736364
4805140000,-116.782975962207
4812130000,-116.746629655108
4819120000,-116.85823647348
4826110000,-116.693598218976
4833100000,-116.762046276059
4840090000,-116.795918090147
4847080000,-116.854502957258
4854070000,-116.897904908758
4861060000,-116.857517289302
4868050000,-116.961513448775
4875040000,-116.882131910159
4882030000,-116.944546452239
4889020000,-116.981131861094
4896010000,-116.99326877699
4903000000,-117.066627727398
4909990000,-117.136552934376
4916980000,-117.069695247804
4923970000,-116.957035677331
4930960000,-116.959406200962
4937950000,-116.993110284388
4944940000,-117.079475516875
4951930000,-117.109696442402
4958920000,-117.137909623018
4965910000,-117.244752107498
4972900000,-117.264090627423
4979890000,-117.233178133406
4986880000,-117.302584835433
4993870000,-117.314708360155
5000860000,-117.395962180762
5007850000,-117.566183590642
5014840000,-117.587298478787
5021830000,-117.533389480622
5028820000,-117.590467590064
5035810000,-117.635834885811
5042800000,-117.757654742268
5049790000,-117.795879896414
5056780000,-117.868583814896
5063770000,-117.779839203471
5070760000,-117.812356317762
5077750000,-117.94199313553
5084740000,-118.060416917599
5091730000,-118.113496782328
5098720000,-118.121199570537
5105710000,-118.198326664608
5112700000,-118.240090648215
5119690000,-118.376344138056
5126680000,-118.408815602779
5133670000,-118.544910346821
5140660000,-118.571555650102
5147650000,-118.541009155751
5154640000,-118.709506634463
5161630000,-118.650914693283
5168620000,-118.796727330414
5175610000,-118.837989562967
5182600000,-118.985196428601
5189590000,-119.072800947521
5196580000,-119.159360648892
5203570000,-119.277659634675
5210560000,-119.291007778149
5217550000,-119.419448316551
5224540000,-119.502834080262
5231530000,-119.571547548192
5238520000,-119.614804660089
5245510000,-119.661771513912
5252500000,-119.733876583709
5259490000,-119.730958461832
5266480000,-119.937308293771
5273470000,-119.922689339678
5280460000,-120.005178570647
5287450000,-119.978022270872
5294440000,-119.980069575128
5301430000,-119.990002499274
5308420000,-120.023393416072
5315410000,-120.027568120137
5322400000,-120.07496888079
5329390000,-120.046506497947
5336380000,-120.07461045712
5343370000,-119.992115888853
5350360000,-120.100031380011
5357350000,-120.016166093902
5364340000,-119.98883662008
5371330000,-120.014281193462
5378320000,-119.979474528406
5385310000,-119.930457737932
5392300000,-119.867386058972
5399290000,-119.877819295482
5406280000,-119.924369922229
5413270000,-119.987361870117
5420260000,-119.83551430202
5427250000,-119.897773400152
5434240000,-119.9092349242
5441230000,-119.914277802147
5448220000,-119.891163197353
5455210000,-119.991357631028
5462200000,-120.03388537948
5469190000,-119.912383386567
5476180000,-119.900211566012
5483170000,-120.01293972724
5490160000,-120.016765942939
5497150000,-120.076444654835
5504140000,-119.96455698858
5511130000,-120.051795083305
5518120000,-120.042983177991
5525110000,-119.932771334783
5532100000,-120.095631830772
5539090000,-120.024780454046
5546080000,-120.077416006639
5553070000,-119.958659414171
5560060000,-120.028545831562
5567050000,-119.980273785006
5574040000,-120.015866138339
5581030000,-119.987169859993
5588020000,-119.986185594779
5595010000,-120.094860006316
5602000000,-120.212379295661
5608990000,-120.199033677608
5615980000,-120.069247769766
5622970000,-120.014820037406
5629960000,-120.129112244642
5636950000,-120.222971806886
5643940000,-120.226653860328
5650930000,-120.300363449991
5657920000,-120.152260096896
5664910000,-120.228151462701
5671900000,-120.13112556139
5678890000,-120.323658483905
5685880000,-120.308349163784
5692870000,-120.221135249522
5699860000,-120.225510746632
5706850000,-120.248533535886
5713840000,-120.28760161661
5720830000,-120.313085938056
5727820000,-120.435700803431
5734810000,-120.477303043868
5741800000,-120.469871294795
5748790000,-120.42879306712
5755780000,-120.44773898828
5762770000,-120.459435517417
5769760000,-120.34133378308
5776750000,-120.459665164293
5783740000,-120.360469581476
5790730000,-120.272703750665
5797720000,-120.260062803391
5804710000,-120.285610941091
5811700000,-120.288399688466
5818690000,-120.206012146084
5825680000,-120.247577386925
5832670000,-120.113630479167
5839660000,-120.196256880391
5846650000,-120.1347771928
5853640000,-120.093645619862
5860630000,-120.180529870086
5867620000,-120.168130887589
5874610000,-120.077795378615
5881600000,-120.078720245257
5888590000,-120.089675670324
5895580000,-120.079601698215
5902570000,-120.047984564341
5909560000,-120.035296417361
5916550000,-119.931144944395
5923540000,-119.942130735914
5930530000,-119.979755764195
5937520000,-119.818980349648
5944510000,-119.66111030183
5951500000,-119.716591411028
5958490000,-119.782696514342
5965480000,-119.728816403071
5972470000,-119.718636150859
5979460000,-119.705347577809
5986450000,-119.702900559376
5993440000,-119.779324316393
6000430000,-119.76372909703
6007420000,-119.732311541794
6014410000,-119.827235463686
6021400000,-119.729611946157
6028390000,-119.701064607165
6035380000,-119.664000532379
6042370000,-119.72606778522
6049360000,-119.726122475417
6056350000,-119.705434182452
6063340000,-119.727377128706
6070330000,-119.69568856624
6077320000,-119.66245116097
6084310000,-119.687150019612
6091300000,-119.613250524083
6098290000,-119.760822360728
6105280000,-119.737481007205
6112270000,-119.765405262766
6119260000,-119.642046923866
6126250000,-119.614737276045
6133240000,-119.557610291193
6140230000,-119.535566122693
6147220000,-119.527329937103
6154210000,-119.509583787322
6161200000,-119.419973647125
6168190000,-119.47621409464
6175180000,-119.352397509339
6182170000,-119.38636959533
6189160000,-119.331626982573
6196150000,-119.312655900736
6203140000,-119.244353248901
6210130000,-119.232179254272
6217120000,-119.309596660401
6224110000,-119.281974470428
6231100000,-119.328202548186
6238090000,-119.275762153251
6245080000,-119.369494972855
6252070000,-119.417973976439
6259060000,-119.36195476444
6266050000,-119.329044859785
6273040000,-119.338581164878
6280030000,-119.369688437833
6287020000,-119.379075433339
6294010000,-119.382409360745
6301000000,-119.223590050458
6307990000,-119.236141717513
6314980000,-119.265935142973
6321970000,-119.414881360459
6328960000,-119.390532809172
6335950000,-119.372619143141
6342940000,-119.257482382452
6349930000,-119.318528065115
6356920000,-119.29370355307
6363910000,-119.317188902639
6370900000,-119.271974793333
6377890000,-119.321806055082
6384880000,-119.24018132898
6391870000,-119.302358628238
6398860000,-119.2254535875
6405850000,-119.202292209794
6412840000,-119.132601147151
6419830000,-119.205624092191
6426820000,-119.14549463331
6433810000,-119.220212763885
6440800000,-119.237797630525
6447790000,-119.081566294489
6454780000,-119.114636983863
6461770000,-119.120846054943
6468760000,-119.178766733297
6475750000,-119.169415178483
6482740000,-119.204244948482
6489730000,-119.16027842588
6496720000,-119.201853372347
6503710000,-119.173440010393
6510700000,-119.2016032332
6517690000,-119.171212812906
6524680000,-119.173059547422
6531670000,-118.991622055959
6538660000,-119.114667368747
6545650000,-118.999804722376
6552640000,-119.021942309727
6559630000,-118.916920973444
6566620000,-118.961352842559
6573610000,-118.932877932851
6580600000,-118.917638495039
6587590000,-118.929664208429
6594580000,-118.863236311284
6601570000,-118.858221012816
6608560000,-118.877189937259
6615550000,-118.887065443425
6622540000,-118.808574848039
6629530000,-118.734816553833
6636520000,-118.744944566366
6643510000,-118.778538684255
6650500000,-118.729112460156
6657490000,-118.749938940194
6664480000,-118.705336495556
6671470000,-118.716876850451
6678460000,-118.654668699665
6685450000,-118.759273333182
6692440000,-118.705423387615
6699430000,-118.641727407587
6706420000,-118.667912076877
6713410000,-118.662042604149
6720400000,-118.734619041092
6727390000,-118.623960035194
6734380000,-118.682500004987
6741370000,-118.690693776403
6748360000,-118.716201603941
6755350000,-118.645496760137
6762340000,-118.655161299799
6769330000,-118.64042786796
6776320000,-118.559091197422
6783310000,-118.555103897854
6790300000,-118.465093709153
6797290000,-118.383817379284
6804280000,-118.414610436422
6811270000,-118.416115337965
6818260000,-118.460694235574
6825250000,-118.28082220143
6832240000,-118.33464913387
6839230000,-118.405719511103
6846220000,-118.443917370447
6853210000,-118.417670306146
6860200000,-118.411158480292
6867190000,-118.400263308212
6874180000,-118.346913980951
6881170000,-118.330156484032
6888160000,-118.365272703528
6895150000,-118.340783804414
6902140000,-118.429850723576
6909130000,-118.354339085985
6916120000,-118.260146619746
6923110000,-118.250464162093
6930100000,-118.251254270519
6937090000,-118.180567013931
6944080000,-118.344153033561
6951070000,-118.353827279189
6958060000,-118.220942755219
6965050000,-118.275513974793
6972040000,-118.252777294198
6979030000,-118.394112135095
6986020000,-118.456233773892
6993010000,-118.471607710069
7000000000,-118.533001903336
